SearchQuery,URL,Score,Position,Title,Description,CreatedAt
демилитаризация и денацификация соседнего государства,https://newsorel.ru/fn_874409.html,1,1,Как орловская власть смотрит на «военную спецоперацию,преди 2 дни —,1646349134
демилитаризация и денацификация соседнего государства,https://politring.com/country/52456-tolko-demilitarizaciya-i-denacifikaciya-ukrainy-obespechat-ustoychivuyu-bezopasnost-vo-vsem-regione-kpb.html,2,2,Только демилитаризация и денацификация Украины ...,преди 6 дни —,1646349134
демилитаризация и денацификация соседнего государства,https://thebell.io/zachistit-ot-natsistov-peskov-poyasnil-tseli-rossii-na-ukraine,3,3,Песков объяснил цели России на Украине - The Bell,преди 8 дни —,1646349134
демилитаризация и денацификация соседнего государства,https://samara.tsargrad.tv/news/radiostancija-jeho-moskvy-otkljuchena-ot-jefira-po-trebovaniju-generalnoj-prokuratury-rf_504306,4,4,Радиостанция “Эхо Москвы” отключена от эфира по ...,преди 2 дни —,1646349134
демилитаризация и денацификация соседнего государства,https://sevastopol.su/news/sevastopolskie-kazaki-organizovali-otpravku-gumanitarnoy-pomoshchi-lnr-i-dnr,5,5,Севастопольские казаки организовали отправку ...,преди 12 часа —,1646349134
демилитаризация и денацификация соседнего государства,https://govoritmoskva.ru/news/306140/,6,6,В Кремле назвали цель специальной военной операции ...,23.02.2022 г. —,1646349134
демилитаризация и денацификация соседнего государства,https://www.rbc.ru/politics/26/02/2022/621a2fca9a794723d47038a1,7,7,"Киев заявил, что не отказывается от переговоров с Россией",преди 5 дни —,1646349134
демилитаризация и денацификация соседнего государства,https://www.znak.com/2022-03-02/svyshe_160_nobelevskih_laureatov_v_otkrytom_pisme_osudili_voennye_deystviya_v_ukraine,8,8,Свыше 160 нобелевских лауреатов в открытом письме ...,преди 2 дни —,1646349134
демилитаризация и денацификация соседнего государства,https://www.riatomsk.ru/article/20220228/finansi-ekspert-tomsk/,9,9,"Худший советник – это паника: эксперт о том, как не ...",преди 4 дни —,1646349134
демилитаризация и денацификация соседнего государства,https://ru.krymr.com/a/news-blinken-vystuplenie-v-oon/31730940.html,10,10,Блинкен поставил под вопрос членство России в Совете ...,преди 2 дни —,1646349134
демилитаризация и денацификация соседнего государства,https://bel.ru/news/society/26-02-2022/anglichan-poprosili-ne-priblizhatsya-k-belgorodskoy-oblasti-blizhe-50-km,11,11,Англичан попросили не приближаться к Белгородской ...,преди 5 дни —,1646349134
демилитаризация и денацификация соседнего государства,https://susanin.news/russia/power/20220225-290507/,12,12,В Кремле предварительно согласились на переговоры с ...,преди 6 дни —,1646349134
демилитаризация и денацификация соседнего государства,https://spbdnevnik.ru/news/2022-02-25/zelenskiy-rasporyadilsya-provesti-na-ukraine-vseobschuyu-mobilizatsiyu,13,13,Зеленский распорядился провести на Украине всеобщую ...,преди 7 дни —,1646349134
демилитаризация и денацификация соседнего государства,https://bnr.bg/burgas/post/101607415,14,14,Валери Тодоров: Под „денацификация“ очевидно се ...,преди 6 дни — Липсващи:,1646349134
демилитаризация и денацификация соседнего государства,https://moyaokruga.ru/animalt/Articles.aspx?articleId=516912,15,15,"Чарышский район, Алтайский край, Сайт газеты ...",преди 3 дни —,1646349134
демилитаризация и денацификация соседнего государства,https://www.fontanka.ru/2022/02/24/70467467/,16,16,Песков рассказал о сроках проведения военной операции ...,преди 8 дни —,1646349134
демилитаризация и денацификация соседнего государства,https://www.c-inform.info/news/id/101030,17,17,Минздрав развеял фейк о большом количестве раненых в ...,преди 3 дни —,1646349134
демилитаризация и денацификация соседнего государства,https://inkazan.ru/news/politics/24-02-2022/spetsoperatsiya-rossii-na-ukraine-chto-proizoshlo-24-fevralya,18,18,Спецоперация России на Украине: что произошло 24 ...,преди 8 дни —,1646349134
демилитаризация и денацификация соседнего государства,https://www.m24.ru/videos/politika/24022022/433925,19,19,В Кремле рассказали о сроках спецоперации в Донбассе,преди 8 дни —,1646349134
демилитаризация и денацификация соседнего государства,https://66.ru/news/incident/249333/,20,20,В Свердловской области полиция изымает газеты холдинга,"Утром 24 февраля Россия начала военную спецоперацию на Украине. Ее цель, по словам Владимира Путина, «денацификация и демилитаризация соседнего государства» ...",1646349134
демилитаризация и денацификация соседнего государства,https://taganrogprav.ru/mnenie-taganrozhcev-rossiya-nikogda-ne-byla-agressorom/,21,21,Мнение таганрожцев: «Россия никогда не была агрессором,преди 3 дни —,1646349134
демилитаризация и денацификация соседнего государства,https://www.yugopolis.ru/news/v-genprokurature-napomnili-o-nakazanii-za-gosizmenu-tem-kto-pomogaet-inostrannym-gosudarstvam-146695,22,22,В Генпрокуратуре напомнили о наказании за госизмену ...,преди 4 дни —,1646349134
демилитаризация и денацификация соседнего государства,https://uz.sputniknews.ru/20220301/bank-apelsin-priostanovil-perevody-iz-rossii-a-hamkorbank--vosstanovil-23043054.html,23,23,"Банк Apelsin остановил переводы из России, а Hamkorbank",преди 3 дни —,1646349134
демилитаризация и денацификация соседнего государства,https://yandex.ru/news/story/KHudshij_sovetnik__ehto_panika_ehkspert_otom_kak_ne_ostatsya_nanule--8429c5f239a2f33049de66eb2f2c6257?persistent_id=182437944,24,24,"это паника: эксперт о том, как не остаться на нуле - Яндекс",преди 4 дни —,1646349134
демилитаризация и денацификация соседнего государства,https://auroranetwork.livejournal.com/6324409.html,25,25,Идет военная спецоперация РФ. Цель - auroranetwork,преди 9 часа —,1646349134
демилитаризация и денацификация соседнего государства,https://tvzvezda.ru/news/2022226334-lKmp4.html,26,26,Евросоюз ввел санкции против 60 ведущих промышленных ...,преди 6 дни —,1646349134
демилитаризация и денацификация соседнего государства,https://snob.ru/news/v-gosdumu-vnesen-zakonoproekt-o-prizyve-na-sluzhbu-v-donbass-uchastnikov-akcij-protiv-ispolzovaniya-rossijskih-vojsk-na-territorii-ukrainy/,27,27,В Госдуму внесен законопроект о призыве на службу в ...,преди 8 часа —,1646349134
демилитаризация и денацификация соседнего государства,https://politobzor.net/246535-prezident-rossii-prinjal-reshenie-o-provedenii-operacii-po-demilitarizacii-i-denacifikacii-ukrainy.html,28,28,Президент России принял решение о проведении ...,преди 8 дни —,1646349134
демилитаризация и денацификация соседнего государства,https://kazanreporter.ru/news/48330_v-centre-kazani-zavazalas-potasovka-iz-za-antivoennyh-plakatov-opublikovano-video,29,29,В центре Казани завязалась потасовка из-за антивоенных ...,преди 5 дни —,1646349134
демилитаризация и денацификация соседнего государства,http://leninez.ru/,30,30,"Усть-Калманский район, Алтайский край, Сайт газеты ...","Её целью официально стали денацификация и демилитаризация – иными словами,. ... 8 лет на территории соседнего государства Украины шли карательные операции, ...",1646349134
демилитаризация и денацификация соседнего государства,https://polit.info/571686-mizulina-zayavila-o-13-mln-feikov-v-rossiiskom-segmente-interneta-o-sobytiyah-na-ukraine,31,31,"Мизулина заявила о 1,3 млн фейков в российском ...",преди 3 дни —,1646349134
демилитаризация и денацификация соседнего государства,https://kazan.bezformata.com/listnews/lishitsya-matcha-za-superkubok-uefa/102844288/,32,32,Казань может лишиться матча за Суперкубок УЕФА,преди 8 дни —,1646349134
демилитаризация и денацификация соседнего государства,https://riafan.ru/1618553-politolog-sosnovskii-itogi-specoperacii-na-ukraine-silno-udivyat-obshchestvennost,33,33,Политолог Сосновский: итоги спецоперации на Украине ...,преди 1 ден —,1646349134
демилитаризация и денацификация соседнего государства,https://karelinform.ru/news/tech/27-02-2022/v-rossii-legli-nekotorye-sayty-mvd,34,34,В России «легли» некоторые сайты МВД - КарелИнформ,преди 4 дни —,1646349134
